"id_stone","label_stone","id_word","label_word","wkt","x","y"
30000117,"298. Knockboy VII (Ogham Stone Concept by the Ogham in 3D Project)",12,"BARR","POINT(-7.6 52.111389)",-7.6,52.111389
30000118,"299. Knockboy VIII (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.6 52.111389)",-7.6,52.111389
30000119,"300. Island (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.59 52.160833)",-7.59,52.160833
30000119,"300. Island (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.59 52.160833)",-7.59,52.160833
30000119,"300. Island (Ogham Stone Concept by the Ogham in 3D Project)",9,"NIOTA","POINT(-7.59 52.160833)",-7.59,52.160833
30000119,"300. Island (Ogham Stone Concept by the Ogham in 3D Project)",10,"CUNA","POINT(-7.59 52.160833)",-7.59,52.160833
30000119,"300. Island (Ogham Stone Concept by the Ogham in 3D Project)",28,"CUNANETAS","POINT(-7.59 52.160833)",-7.59,52.160833
30000120,"31. Fiddaun Upper (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.036389 52.518889)",-7.036389,52.518889
30000120,"31. Fiddaun Upper (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.036389 52.518889)",-7.036389,52.518889
30000120,"31. Fiddaun Upper (Ogham Stone Concept by the Ogham in 3D Project)",51,"DRUGNO","POINT(-7.036389 52.518889)",-7.036389,52.518889
30000121,"32. Gowran (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.066111 52.6325)",-7.066111,52.6325
30000121,"32. Gowran (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.066111 52.6325)",-7.066111,52.6325
30000122,"34. Legan (Ogham Stone Concept by the Ogham in 3D Project)",5,"KOI","POINT(-7.158611 52.538611)",-7.158611,52.538611
30000122,"34. Legan (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.158611 52.538611)",-7.158611,52.538611
30000123,"35. Tullaherin I (Ogham Stone Concept by the Ogham in 3D Project)",16,"VIR","POINT(-7.121389 52.5775)",-7.121389,52.5775
30000124,"36. Lamoge I (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.360833 52.443889)",-7.360833,52.443889
30000124,"36. Lamoge I (Ogham Stone Concept by the Ogham in 3D Project)",16,"VIR","POINT(-7.360833 52.443889)",-7.360833,52.443889
