"ciic"|"latitude"|"longitude"|"altitude"|"geometry"|"macci"|"mac"|"lug"|"qen"|"avi"|"cuna"|"maq"|"maqi"|"alatto"|"alattos"|"qasign"|"ceran"|"acto"|"mucoi"|"cuno"|"medvvi"|"vraicci"|"catto"|"ivacattos"|"iva"|"cat"|"cattos"|"maqqi"|"koi"|"tren"|"netta"|"bran"|"drugno"|"vir"|"ver"|"dov"|"branogeni"|"ineqaglas"|"glas"|"covagni"|"bar"|"bari"|"iarni"|"dercmasoc"|"erc"|"neta"|"cari"|"anm"|"trenu"|"cattu"|"brusco"|"colomagni"|"dovalesci"|"giragni"|"viragni"|"coimagni"|"mocoi"|"moco"|"domngen"|"conann"|"cona"|"con"|"casoni"|"maci"|"brocc"|"bir"|"bait"|"cronun"|"erca"|"dommo"|"meddo"|"corbagni"|"corre"|"celi"|"cunas"|"cunagussos"|"dalagni"|"dali"|"dala"|"ttren"|"vergoso"|"dego"|"laddigni"|"laidann"|"corbbi"|"conas"|"glasiconas"|"curci"|"drogno"|"qeni"|"roddos"|"conu"|"brusccos"|"catu"|"brocann"|"gamicunas"|"degos"|"vorgos"|"battigni"|"cati"|"broci"|"gatteglan"|"mocu"|"baidagni"|"ritte"|"cattuvvirr"|"ivageni"|"ivo"|"daimagni"|"gosoctas"|"cunnetas"|"cata"|"catabar"|"moddagn"|"brocagni"|"magl"
260|"52.2758333"|"-8.105277777777777"||"Point"|||1||||1|1||||||1||||||||||||||||||||||||||||||||||||||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||
261|"52.2216667"|"-7.758055555555556"||"Point"||1|1|||||||||||1|||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||
262|"52.1994444"|"-7.998888888888889"||"Point"|||||||||||||||||||||1||||||||1||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
263|"51.9441667"|"-7.729166666666667"||"Point"|||||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||
264|"51.9441667"|"-7.729166666666667"||"Point"|||||1||1|||||||||||||||||||||||||||||||||||||||||||||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||
265|"51.9441667"|"-7.729166666666667"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
266|"52.0644444"|"-7.848888888888888"||"Point"||1||||||||||||||||||||||||||||||||||||||||||||||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
267|"52.0644444"|"-7.848888888888888"||"Point"|||||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
268|"52.0644444"|"-7.848888888888888"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
269|"51.9883333"|"-7.755833333333333"||"Point"|||||1|1|1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||
270|"52.1333333"|"-7.439166666666667"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
271|"52.1333333"|"-7.439166666666667"||"Point"|||||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||
272|"52.1630556"|"-7.468055555555556"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
273|"52.1630556"|"-7.468055555555556"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
274|"52.1630556"|"-7.468055555555556"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
275|"52.1630556"|"-7.468055555555556"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
276|"52.1630556"|"-7.468055555555556"||"Point"|||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||
277|"52.1630556"|"-7.468055555555556"||"Point"||1||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||
278|"52.1630556"|"-7.468055555555556"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
279|"52.1630556"|"-7.468055555555556"||"Point"||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||
280|"52.1630556"|"-7.468055555555556"||"Point"|||1||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
281|"52.1630556"|"-7.468055555555556"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
282|"52.1552778"|-7495||"Point"|||||1||1|1|||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
283|"52.1913889"|"-7.483333333333333"||"Point"||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
284|"52.1913889"|"-7.483333333333333"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
285|"52.1102778"|"-7.544722222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
286|"52.0905556"|"-7.549722222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
287|"52.0905556"|"-7.549722222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
288|"52.0905556"|"-7.549722222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
289|"52.0905556"|"-7.549722222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
290|"52.0905556"|"-7.549722222222222"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
291|"52.1025"|"-7.804444444444444"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
292|"52.1113889"|"-7.6"||"Point"||||||||||||||||||||||||||||||||||||1||||||||||||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
293|"52.1113889"|"-7.6"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
294|"52.1113889"|"-7.6"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||
295|"52.1113889"|"-7.6"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
296|"52.1113889"|"-7.6"||"Point"|||||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
297|"52.1113889"|"-7.6"||"Point"|||||||||||||||||||||1||||||||1|||||||1|||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||1|1|||
298|"52.1113889"|"-7.6"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
299|"52.1113889"|"-7.6"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
300|"52.1608333"|"-7.59"||"Point"|||1||||1|1||||||||||||||||||||||||||||||||||||||||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
301|"52.2672222"|"-7.746944444444445"||"Point"|||1||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||
302|52185|"-7.226666666666667"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
303|"52.3111111"|"-7.385000000000001"||"Point"|||||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
304|"52.3305556"|"-7.391111111111112"||"Point"|||||||1|1||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
305|"52.3241667"|"-7.379166666666666"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
306|"52.3263889"|"-7.511666666666667"||"Point"||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
307|"52.3419444"|"-7.487777777777778"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
308|"52.3419444"|"-7.487777777777778"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
309|"54.8030556"|"-6.183333333333334"||"Point"||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
310|"54.8030556"|"-6.183333333333334"||"Point"|||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|
311|"54.3072222"|"-6.655277777777778"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1
312|53805|"-6.954444444444444"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
313|"53.7944444"|"-7.209444444444444"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
314|"54.6086111"|"-7.871111111111111"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
315|"54.3622222"|"-7.5175"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
316|"55.1166667"|"-6.7444444444444445"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
317|"54.6994444"|"-7.047777777777777"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
